emotion_id,emotion_name,band_id,band_name,channel_id,channel_name,relative_attribution
1,Neutral,3,Beta,2,FP2,0.004109883215278387
1,Neutral,3,Beta,3,AF3,0.003452431643381715
1,Neutral,3,Beta,4,AF4,0.0009102327167056501
1,Neutral,3,Beta,5,F7,0.006013709586113691
1,Neutral,3,Beta,6,F5,0.003470473224297166
1,Neutral,3,Beta,7,F3,0.005070068407803774
1,Neutral,3,Beta,8,F1,0.0017102544661611319
1,Neutral,3,Beta,9,FZ,0.004499281756579876
1,Neutral,3,Beta,10,F2,0.00997119676321745
1,Neutral,3,Beta,11,F4,0.006074059754610062
1,Neutral,3,Beta,12,F6,0.0008615709375590086
1,Neutral,3,Beta,13,F8,0.002735821297392249
1,Neutral,3,Beta,14,FT7,0.0008311946294270456
1,Neutral,3,Beta,15,FC5,0.0023313695564866066
1,Neutral,3,Beta,16,FC3,0.004967565182596445
1,Neutral,3,Beta,17,FC1,0.0018464404856786132
1,Neutral,3,Beta,18,FCZ,0.009394208900630474
1,Neutral,3,Beta,19,FC2,0.0009659284842200577
1,Neutral,3,Beta,20,FC4,0.003560185432434082
1,Neutral,3,Beta,21,FC6,0.0019676261581480503
1,Neutral,3,Beta,22,FT8,0.004707216285169125
1,Neutral,3,Beta,23,T7,0.005624076817184687
1,Neutral,3,Beta,24,C5,0.0017529937904328108
1,Neutral,3,Beta,25,C3,0.006289046723395586
1,Neutral,3,Beta,26,C1,0.004927563946694136
1,Neutral,3,Beta,27,CZ,0.001337934867478907
1,Neutral,3,Beta,28,C2,0.002389291999861598
1,Neutral,3,Beta,29,C4,0.00284005980938673
1,Neutral,3,Beta,30,C6,0.0004286052717361599
1,Neutral,3,Beta,31,T8,0.004452375695109367
1,Neutral,3,Beta,32,TP7,0.0015437387628480792
1,Neutral,3,Beta,33,CP5,0.0011106644524261355
1,Neutral,3,Beta,34,CP3,0.00245476933196187
1,Neutral,3,Beta,35,CP1,0.0015892231604084373
1,Neutral,3,Beta,36,CPZ,0.0007106161210685968
1,Neutral,3,Beta,37,CP2,0.003979656845331192
1,Neutral,3,Beta,38,CP4,0.0015038404380902648
1,Neutral,3,Beta,39,CP6,0.006706152111291885
1,Neutral,3,Beta,40,TP8,0.011830509640276432
1,Neutral,3,Beta,41,P7,0.0037611322477459908
1,Neutral,3,Beta,42,P5,0.0012433654628694057
1,Neutral,3,Beta,43,P3,0.004965163767337799
1,Neutral,3,Beta,44,P1,0.009438477456569672
1,Neutral,3,Beta,45,PZ,0.004664281848818064
1,Neutral,3,Beta,46,P2,0.005999024026095867
1,Neutral,3,Beta,47,P4,0.005383044481277466
1,Neutral,3,Beta,48,P6,0.000690735352691263
1,Neutral,3,Beta,49,P8,0.0008583813905715942
1,Neutral,3,Beta,50,PO7,0.0028453897684812546
1,Neutral,3,Beta,51,PO5,0.0021506643388420343
1,Neutral,3,Beta,52,PO3,0.0031311875209212303
1,Neutral,3,Beta,53,POZ,0.0020551159977912903
1,Neutral,3,Beta,54,PO4,0.004223289899528027
1,Neutral,3,Beta,55,PO6,0.007604944985359907
1,Neutral,3,Beta,56,PO8,0.005701215472072363
1,Neutral,3,Beta,57,CB1,0.007710976991802454
1,Neutral,3,Beta,58,O1,0.007207021117210388
1,Neutral,3,Beta,59,OZ,0.003222166560590267
1,Neutral,3,Beta,60,O2,0.0035846338141709566
1,Neutral,3,Beta,61,CB2,0.0022792664822191
1,Neutral,4,Gamma,0,FP1,0.004105578642338514
1,Neutral,4,Gamma,1,FPZ,0.009145387448370457
1,Neutral,4,Gamma,2,FP2,0.003116465173661709
1,Neutral,4,Gamma,3,AF3,0.0044866460375487804
1,Neutral,4,Gamma,4,AF4,0.000794159306678921
1,Neutral,4,Gamma,5,F7,0.007647183258086443
1,Neutral,4,Gamma,6,F5,0.003119399771094322
1,Neutral,4,Gamma,7,F3,0.0022194567136466503
1,Neutral,4,Gamma,8,F1,0.0013243085704743862
1,Neutral,4,Gamma,9,FZ,0.0009750780300237238
1,Neutral,4,Gamma,10,F2,0.002756358589977026
1,Neutral,4,Gamma,11,F4,0.003052022773772478
1,Neutral,4,Gamma,12,F6,0.0009071683161891997
1,Neutral,4,Gamma,13,F8,0.000686119485180825
1,Neutral,4,Gamma,14,FT7,0.0015706075355410576
1,Neutral,4,Gamma,15,FC5,0.0020371610298752785
1,Neutral,4,Gamma,16,FC3,0.0008046203292906284
1,Neutral,4,Gamma,17,FC1,0.0011345006059855223
1,Neutral,4,Gamma,18,FCZ,0.0009496216662228107
1,Neutral,4,Gamma,19,FC2,0.0014589624479413033
1,Neutral,4,Gamma,20,FC4,0.002828455064445734
1,Neutral,4,Gamma,21,FC6,0.0013349682558327913
1,Neutral,4,Gamma,22,FT8,0.0011786539107561111
1,Neutral,4,Gamma,23,T7,0.002915332792326808
1,Neutral,4,Gamma,24,C5,0.0011905102292075753
1,Neutral,4,Gamma,25,C3,0.0007907765102572739
1,Neutral,4,Gamma,26,C1,0.0012352728517726064
1,Neutral,4,Gamma,27,CZ,0.002947102300822735
1,Neutral,4,Gamma,28,C2,0.0006405763560906053
1,Neutral,4,Gamma,29,C4,0.0006492733373306692
1,Neutral,4,Gamma,30,C6,0.0008894331404007971
1,Neutral,4,Gamma,31,T8,0.0031884557101875544
1,Neutral,4,Gamma,32,TP7,0.003499306971207261
1,Neutral,4,Gamma,33,CP5,0.002183964243158698
1,Neutral,4,Gamma,34,CP3,0.0006231730803847313
1,Neutral,4,Gamma,35,CP1,0.001983929891139269
1,Neutral,4,Gamma,36,CPZ,0.0006822478608228266
1,Neutral,4,Gamma,37,CP2,0.0015037724515423179
1,Neutral,4,Gamma,38,CP4,0.00345243071205914
1,Neutral,4,Gamma,39,CP6,0.004738572519272566
1,Neutral,4,Gamma,40,TP8,0.011705768294632435
1,Neutral,4,Gamma,41,P7,0.0023505387362092733
1,Neutral,4,Gamma,42,P5,0.003252331167459488
1,Neutral,4,Gamma,43,P3,0.000817438296508044
1,Neutral,4,Gamma,44,P1,0.016689609736204147
1,Neutral,4,Gamma,45,PZ,0.00274389935657382
1,Neutral,4,Gamma,46,P2,0.002083653351292014
1,Neutral,4,Gamma,47,P4,0.0012787390733137727
1,Neutral,4,Gamma,48,P6,0.0015067639760673046
1,Neutral,4,Gamma,49,P8,0.000963088939897716
1,Neutral,4,Gamma,50,PO7,0.00323879043571651
1,Neutral,4,Gamma,51,PO5,0.0019660978578031063
1,Neutral,4,Gamma,52,PO3,0.0022964186500757933
1,Neutral,4,Gamma,53,POZ,0.0009964932687580585
1,Neutral,4,Gamma,54,PO4,0.0015158962924033403
1,Neutral,4,Gamma,55,PO6,0.0035302042961120605
1,Neutral,4,Gamma,56,PO8,0.005570027977228165
1,Neutral,4,Gamma,57,CB1,0.005936803761869669
1,Neutral,4,Gamma,58,O1,0.00440170569345355
1,Neutral,4,Gamma,59,OZ,0.0020234587136656046
1,Neutral,4,Gamma,60,O2,0.0025225637946277857
1,Neutral,4,Gamma,61,CB2,0.001892192056402564
2,Positive,0,Delta,0,FP1,0.003729318967089057
2,Positive,0,Delta,1,FPZ,0.0023196223191916943
2,Positive,0,Delta,2,FP2,0.0026373418513685465
2,Positive,0,Delta,3,AF3,0.004113801289349794
2,Positive,0,Delta,4,AF4,0.0017905601998791099
2,Positive,0,Delta,5,F7,0.0007806667126715183
2,Positive,0,Delta,6,F5,0.0015776483342051506
2,Positive,0,Delta,7,F3,0.0009059185977093875
2,Positive,0,Delta,8,F1,0.002731242449954152
2,Positive,0,Delta,9,FZ,0.001963127637282014
2,Positive,0,Delta,10,F2,0.003716481849551201
2,Positive,0,Delta,11,F4,0.00116901530418545
2,Positive,0,Delta,12,F6,0.0010331927333027124
2,Positive,0,Delta,13,F8,0.00482495641335845
2,Positive,0,Delta,14,FT7,0.002730209846049547
2,Positive,0,Delta,15,FC5,0.001741903368383646
2,Positive,0,Delta,16,FC3,0.001422692439518869
2,Positive,0,Delta,17,FC1,0.003540271194651723
2,Positive,0,Delta,18,FCZ,0.002271725097671151
2,Positive,0,Delta,19,FC2,0.0014667296782135963
2,Positive,0,Delta,20,FC4,0.0023507815785706043
2,Positive,0,Delta,21,FC6,0.002817183267325163
2,Positive,0,Delta,22,FT8,0.0028542401269078255
2,Positive,0,Delta,23,T7,0.0022383255418390036
2,Positive,0,Delta,24,C5,0.0011624565813690424
2,Positive,0,Delta,25,C3,0.0006847479962743819
2,Positive,0,Delta,26,C1,0.0014276608126237988
2,Positive,0,Delta,27,CZ,0.0024793159682303667
2,Positive,0,Delta,28,C2,0.0038226463366299868
2,Positive,0,Delta,29,C4,0.0027993512339890003
2,Positive,0,Delta,30,C6,0.0021452882792800665
2,Positive,0,Delta,31,T8,0.0044248332269489765
2,Positive,0,Delta,32,TP7,0.0030125633347779512
2,Positive,0,Delta,33,CP5,0.0010135412449017167
2,Positive,0,Delta,34,CP3,0.0012443093582987785
2,Positive,0,Delta,35,CP1,0.0023661514278501272
2,Positive,0,Delta,36,CPZ,0.001928041223436594
2,Positive,0,Delta,37,CP2,0.0016567616257816553
2,Positive,0,Delta,38,CP4,0.0027172272093594074
2,Positive,0,Delta,39,CP6,0.002292159479111433
2,Positive,0,Delta,40,TP8,0.0042219809256494045
2,Positive,0,Delta,41,P7,0.0024930667132139206
2,Positive,0,Delta,42,P5,0.001519925193861127
2,Positive,0,Delta,43,P3,0.0018230199348181486
2,Positive,0,Delta,44,P1,0.003819642821326852
2,Positive,0,Delta,45,PZ,0.0019274179358035326
2,Positive,0,Delta,46,P2,0.005237082950770855
2,Positive,0,Delta,47,P4,0.0042561860755085945
2,Positive,0,Delta,48,P6,0.002897677943110466
2,Positive,0,Delta,49,P8,0.001237107440829277
2,Positive,0,Delta,50,PO7,0.0005581184523180127
2,Positive,0,Delta,51,PO5,0.0013377332361415029
2,Positive,0,Delta,52,PO3,0.001184439635835588
2,Positive,0,Delta,53,POZ,0.0019454724388197064
2,Positive,0,Delta,54,PO4,0.002641344675794244
2,Positive,0,Delta,55,PO6,0.001277115778066218
2,Positive,0,Delta,56,PO8,0.0011301685590296984
2,Positive,0,Delta,57,CB1,0.0021525004412978888
2,Positive,0,Delta,58,O1,0.0010236883535981178
2,Positive,0,Delta,59,OZ,0.003687277901917696
2,Positive,0,Delta,60,O2,0.0017944187857210636
2,Positive,0,Delta,61,CB2,0.0015821546548977494
2,Positive,1,Theta,0,FP1,0.0018223627703264356
2,Positive,1,Theta,1,FPZ,0.0018092795507982373
2,Positive,1,Theta,2,FP2,0.0017121558776125312
2,Positive,1,Theta,3,AF3,0.0028599745128303766
2,Positive,1,Theta,4,AF4,0.001387521275319159
2,Positive,1,Theta,5,F7,0.0039847493171691895
2,Positive,1,Theta,6,F5,0.002966466126963496
2,Positive,1,Theta,7,F3,0.0016878338064998388
2,Positive,1,Theta,8,F1,0.0019827685318887234
2,Positive,1,Theta,9,FZ,0.0022128098644316196
2,Positive,1,Theta,10,F2,0.0014050740282982588
2,Positive,1,Theta,11,F4,0.003965546377003193
2,Positive,1,Theta,12,F6,0.0015529205556958914
2,Positive,1,Theta,13,F8,0.002628438174724579
2,Positive,1,Theta,14,FT7,0.004013111349195242
2,Positive,1,Theta,15,FC5,0.0026217775885015726
2,Positive,1,Theta,16,FC3,0.0029007145203649998
2,Positive,1,Theta,17,FC1,0.0019184364937245846
2,Positive,1,Theta,18,FCZ,0.003929507918655872
2,Positive,1,Theta,19,FC2,0.0012917774729430676
2,Positive,1,Theta,20,FC4,0.0013514143647626042
2,Positive,1,Theta,21,FC6,0.002912767929956317
2,Positive,1,Theta,22,FT8,0.0035547977313399315
2,Positive,1,Theta,23,T7,0.005495223682373762
2,Positive,1,Theta,24,C5,0.0063537233509123325
2,Positive,1,Theta,25,C3,0.003483768319711089
2,Positive,1,Theta,26,C1,0.002425087383016944
2,Positive,1,Theta,27,CZ,0.0019222594564780593
2,Positive,1,Theta,28,C2,0.0011422327952459455
2,Positive,1,Theta,29,C4,0.0014999620616436005
2,Positive,1,Theta,30,C6,0.004825333599001169
2,Positive,1,Theta,31,T8,0.0028999389614909887
2,Positive,1,Theta,32,TP7,0.001656212261877954
2,Positive,1,Theta,33,CP5,0.0017800224013626575
2,Positive,1,Theta,34,CP3,0.0034388327039778233
2,Positive,1,Theta,35,CP1,0.0037137456238269806
2,Positive,1,Theta,36,CPZ,0.0014608681667596102
2,Positive,1,Theta,37,CP2,0.003361246781423688
2,Positive,1,Theta,38,CP4,0.003626785706728697
2,Positive,1,Theta,39,CP6,0.0012680513318628073
2,Positive,1,Theta,40,TP8,0.003796590492129326
2,Positive,1,Theta,41,P7,0.003333983477205038
2,Positive,1,Theta,42,P5,0.0018238996854051948
2,Positive,1,Theta,43,P3,0.003465998452156782
2,Positive,1,Theta,44,P1,0.0026515882927924395
2,Positive,1,Theta,45,PZ,0.00312046124599874
2,Positive,1,Theta,46,P2,0.002181710908189416
2,Positive,1,Theta,47,P4,0.0034607367124408484
2,Positive,1,Theta,48,P6,0.0010330595541745424
2,Positive,1,Theta,49,P8,0.0012143361382186413
2,Positive,1,Theta,50,PO7,0.0015245412942022085
2,Positive,1,Theta,51,PO5,0.0016597604844719172
2,Positive,1,Theta,52,PO3,0.002141555305570364
2,Positive,1,Theta,53,POZ,0.002886126982048154
2,Positive,1,Theta,54,PO4,0.004137756768614054
2,Positive,1,Theta,55,PO6,0.0006329556345008314
2,Positive,1,Theta,56,PO8,0.0021093254908919334
2,Positive,1,Theta,57,CB1,0.0024268541019409895
2,Positive,1,Theta,58,O1,0.002366099040955305
2,Positive,1,Theta,59,OZ,0.0012476547854021192
2,Positive,1,Theta,60,O2,0.0011708787642419338
2,Positive,1,Theta,61,CB2,0.0016638673841953278
2,Positive,2,Alpha,0,FP1,0.0019173180917277932
2,Positive,2,Alpha,1,FPZ,0.0019263739231973886
2,Positive,2,Alpha,2,FP2,0.0015819139080122113
2,Positive,2,Alpha,3,AF3,0.001558530842885375
2,Positive,2,Alpha,4,AF4,0.0007706496398895979
2,Positive,2,Alpha,5,F7,0.00272543728351593
2,Positive,2,Alpha,6,F5,0.0026797086466103792
2,Positive,2,Alpha,7,F3,0.0021912474185228348
2,Positive,2,Alpha,8,F1,0.0036653114948421717
2,Positive,2,Alpha,9,FZ,0.0018821574049070477
2,Positive,2,Alpha,10,F2,0.0024111331440508366
2,Positive,2,Alpha,11,F4,0.0012576892040669918
2,Positive,2,Alpha,12,F6,0.0033910656347870827
2,Positive,2,Alpha,13,F8,0.0023466607090085745
2,Positive,2,Alpha,14,FT7,0.0029710971284657717
2,Positive,2,Alpha,15,FC5,0.002092125592753291
2,Positive,2,Alpha,16,FC3,0.002744160359725356
2,Positive,2,Alpha,17,FC1,0.0015275044133886695
2,Positive,2,Alpha,18,FCZ,0.0010595942148938775
2,Positive,2,Alpha,19,FC2,0.0024060688447207212
2,Positive,2,Alpha,20,FC4,0.001387112308293581
2,Positive,2,Alpha,21,FC6,0.002472880994901061
2,Positive,2,Alpha,22,FT8,0.0027910126373171806
2,Positive,2,Alpha,23,T7,0.003544691251590848
2,Positive,2,Alpha,24,C5,0.0051914406940341
2,Positive,2,Alpha,25,C3,0.0033579892478883266
2,Positive,2,Alpha,26,C1,0.0024320969823747873
2,Positive,2,Alpha,27,CZ,0.0012591819977387786
2,Positive,2,Alpha,28,C2,0.0010530938161537051
2,Positive,2,Alpha,29,C4,0.001204994972795248
2,Positive,2,Alpha,30,C6,0.002924444619566202
2,Positive,2,Alpha,31,T8,0.0034504937939345837
2,Positive,2,Alpha,32,TP7,0.004013823810964823
2,Positive,2,Alpha,33,CP5,0.0034946862142533064
2,Positive,2,Alpha,34,CP3,0.001194225624203682
2,Positive,2,Alpha,35,CP1,0.0009433156228624284
2,Positive,2,Alpha,36,CPZ,0.0017295804573222995
2,Positive,2,Alpha,37,CP2,0.0038556091021746397
2,Positive,2,Alpha,38,CP4,0.0008335404563695192
2,Positive,2,Alpha,39,CP6,0.0024352308828383684
2,Positive,2,Alpha,40,TP8,0.003440649714320898
2,Positive,2,Alpha,41,P7,0.002495491411536932
2,Positive,2,Alpha,42,P5,0.0021212596911937
2,Positive,2,Alpha,43,P3,0.001631125109270215
2,Positive,2,Alpha,44,P1,0.005948428995907307
2,Positive,2,Alpha,45,PZ,0.002166092861443758
2,Positive,2,Alpha,46,P2,0.0009566018125042319
2,Positive,2,Alpha,47,P4,0.002694208174943924
2,Positive,2,Alpha,48,P6,0.0024052271619439125
2,Positive,2,Alpha,49,P8,0.003003110643476248
2,Positive,2,Alpha,50,PO7,0.0008814009488560259
2,Positive,2,Alpha,51,PO5,0.0016061750939115882
2,Positive,2,Alpha,52,PO3,0.004424206912517548
2,Positive,2,Alpha,53,POZ,0.0009746646974235773
2,Positive,2,Alpha,54,PO4,0.0011420859955251217
2,Positive,2,Alpha,55,PO6,0.0017448202706873417
2,Positive,2,Alpha,56,PO8,0.0021484491880983114
2,Positive,2,Alpha,57,CB1,0.002467153128236532
2,Positive,2,Alpha,58,O1,0.0023655525874346495
2,Positive,2,Alpha,59,OZ,0.0024856715463101864
2,Positive,2,Alpha,60,O2,0.0024489499628543854
2,Positive,2,Alpha,61,CB2,0.00127993687056005
2,Positive,3,Beta,0,FP1,0.013075289316475391
2,Positive,3,Beta,1,FPZ,0.011866928078234196
2,Positive,3,Beta,2,FP2,0.004765922203660011
2,Positive,3,Beta,3,AF3,0.008972483687102795
2,Positive,3,Beta,4,AF4,0.001592355198226869
2,Positive,3,Beta,5,F7,0.003700157394632697
2,Positive,3,Beta,6,F5,0.004615096375346184
2,Positive,3,Beta,7,F3,0.007245916873216629
2,Positive,3,Beta,8,F1,0.0021367541048675776
2,Positive,3,Beta,9,FZ,0.0021180317271500826
2,Positive,3,Beta,10,F2,0.006400200538337231
2,Positive,3,Beta,11,F4,0.005006182938814163
2,Positive,3,Beta,12,F6,0.005829267203807831
2,Positive,3,Beta,13,F8,0.0035136465448886156
2,Positive,3,Beta,14,FT7,0.0041146003641188145
2,Positive,3,Beta,15,FC5,0.007844281382858753
2,Positive,3,Beta,16,FC3,0.008905565366148949
2,Positive,3,Beta,17,FC1,0.0015474213287234306
2,Positive,3,Beta,18,FCZ,0.003595540067180991
2,Positive,3,Beta,19,FC2,0.0016165314009413123
2,Positive,3,Beta,20,FC4,0.00395051296800375
2,Positive,3,Beta,21,FC6,0.0058372654020786285
2,Positive,3,Beta,22,FT8,0.009889749810099602
2,Positive,3,Beta,23,T7,0.024377120658755302
2,Positive,3,Beta,24,C5,0.009318370372056961
2,Positive,3,Beta,25,C3,0.004759954288601875
2,Positive,3,Beta,26,C1,0.003050863277167082
2,Positive,3,Beta,27,CZ,0.0021692232694476843
2,Positive,3,Beta,28,C2,0.0025903312489390373
2,Positive,3,Beta,29,C4,0.002370297210291028
2,Positive,3,Beta,30,C6,0.0017912554321810603
2,Positive,3,Beta,31,T8,0.02201387658715248
2,Positive,3,Beta,32,TP7,0.002951785922050476
2,Positive,3,Beta,33,CP5,0.002378879114985466
2,Positive,3,Beta,34,CP3,0.0027289455756545067
2,Positive,3,Beta,35,CP1,0.0022770154755562544
2,Positive,3,Beta,36,CPZ,0.0008851176244206727
2,Positive,3,Beta,37,CP2,0.002264132257550955
2,Positive,3,Beta,38,CP4,0.003691242542117834
2,Positive,3,Beta,39,CP6,0.006820304319262505
2,Positive,3,Beta,40,TP8,0.00535274064168334
2,Positive,3,Beta,41,P7,0.004050089046359062
2,Positive,3,Beta,42,P5,0.002399217104539275
2,Positive,3,Beta,43,P3,0.004041241481900215
2,Positive,3,Beta,44,P1,0.0029202355071902275
2,Positive,3,Beta,45,PZ,0.0031864584889262915
2,Positive,3,Beta,46,P2,0.003541022539138794
2,Positive,3,Beta,47,P4,0.006433566100895405
2,Positive,3,Beta,48,P6,0.0015104878693819046
2,Positive,3,Beta,49,P8,0.004028958268463612
2,Positive,3,Beta,50,PO7,0.004801944363862276
2,Positive,3,Beta,51,PO5,0.005558129865676165
2,Positive,3,Beta,52,PO3,0.010362929664552212
2,Positive,3,Beta,53,POZ,0.006062456872314215
2,Positive,3,Beta,54,PO4,0.00575487595051527
2,Positive,3,Beta,55,PO6,0.0030735826585441828
2,Positive,3,Beta,56,PO8,0.003907043486833572
2,Positive,3,Beta,57,CB1,0.009608970955014229
2,Positive,3,Beta,58,O1,0.005447698757052422
2,Positive,3,Beta,59,OZ,0.0028330651111900806
2,Positive,3,Beta,60,O2,0.00967175979167223
2,Positive,3,Beta,61,CB2,0.004637189209461212
2,Positive,4,Gamma,0,FP1,0.010570908896625042
2,Positive,4,Gamma,1,FPZ,0.008449455723166466
2,Positive,4,Gamma,2,FP2,0.006557662505656481
2,Positive,4,Gamma,3,AF3,0.0027037295512855053
2,Positive,4,Gamma,4,AF4,0.0011498352978378534
2,Positive,4,Gamma,5,F7,0.005459976848214865
2,Positive,4,Gamma,6,F5,0.00409653689712286
2,Positive,4,Gamma,7,F3,0.0013589865993708372
2,Positive,4,Gamma,8,F1,0.002097746590152383
2,Positive,4,Gamma,9,FZ,0.001349113998003304
2,Positive,4,Gamma,10,F2,0.005308544263243675
2,Positive,4,Gamma,11,F4,0.0028692204505205154
2,Positive,4,Gamma,12,F6,0.002306473208591342
2,Positive,4,Gamma,13,F8,0.002000071806833148
2,Positive,4,Gamma,14,FT7,0.0032352677080780268
2,Positive,4,Gamma,15,FC5,0.0024707524571567774
2,Positive,4,Gamma,16,FC3,0.003951034042984247
2,Positive,4,Gamma,17,FC1,0.0013528140261769295
2,Positive,4,Gamma,18,FCZ,0.0006735050701536238
2,Positive,4,Gamma,19,FC2,0.001359838992357254
2,Positive,4,Gamma,20,FC4,0.006986944004893303
2,Positive,4,Gamma,21,FC6,0.0056512425653636456
2,Positive,4,Gamma,22,FT8,0.006565446965396404
2,Positive,4,Gamma,23,T7,0.013671073131263256
2,Positive,4,Gamma,24,C5,0.005421735346317291
2,Positive,4,Gamma,25,C3,0.001648235833272338
2,Positive,4,Gamma,26,C1,0.001236896961927414
2,Positive,4,Gamma,27,CZ,0.0018026195466518402
2,Positive,4,Gamma,28,C2,0.0012017391854897141
2,Positive,4,Gamma,29,C4,0.001155781326815486
2,Positive,4,Gamma,30,C6,0.00288280937820673
2,Positive,4,Gamma,31,T8,0.014771734364330769
2,Positive,4,Gamma,32,TP7,0.004219342023134232
2,Positive,4,Gamma,33,CP5,0.0030604382045567036
2,Positive,4,Gamma,34,CP3,0.0014066440053284168
2,Positive,4,Gamma,35,CP1,0.0010176849318668246
2,Positive,4,Gamma,36,CPZ,0.0006881892331875861
2,Positive,4,Gamma,37,CP2,0.0027632741257548332
2,Positive,4,Gamma,38,CP4,0.0046114991419017315
2,Positive,4,Gamma,39,CP6,0.0045255329459905624
2,Positive,4,Gamma,40,TP8,0.005274149123579264
2,Positive,4,Gamma,41,P7,0.0025328691117465496
2,Positive,4,Gamma,42,P5,0.003151636803522706
2,Positive,4,Gamma,43,P3,0.0021633354481309652
2,Positive,4,Gamma,44,P1,0.006584099493920803
2,Positive,4,Gamma,45,PZ,0.0016443581553176045
2,Positive,4,Gamma,46,P2,0.0020328431855887175
2,Positive,4,Gamma,47,P4,0.001549431006424129
2,Positive,4,Gamma,48,P6,0.0020103149581700563
2,Positive,4,Gamma,49,P8,0.0020545939914882183
2,Positive,4,Gamma,50,PO7,0.00207209843210876
2,Positive,4,Gamma,51,PO5,0.0016668114112690091
2,Positive,4,Gamma,52,PO3,0.002731416141614318
2,Positive,4,Gamma,53,POZ,0.0015848318580538034
2,Positive,4,Gamma,54,PO4,0.004624198656529188
2,Positive,4,Gamma,55,PO6,0.004456351511180401
2,Positive,4,Gamma,56,PO8,0.007348134648054838
2,Positive,4,Gamma,57,CB1,0.004090155940502882
2,Positive,4,Gamma,58,O1,0.00338406371884048
2,Positive,4,Gamma,59,OZ,0.0020228109788149595
2,Positive,4,Gamma,60,O2,0.0026070585008710623
2,Positive,4,Gamma,61,CB2,0.004008766729384661
