representation,sample_index,split,subject,pc1,pc2
shared,9029,source,6,-2.8744592666625977,-7.0402350425720215
shared,9030,source,6,-2.874467372894287,-7.040243625640869
shared,9031,source,6,-2.8743791580200195,-7.040304660797119
shared,9032,source,6,-2.8742592334747314,-7.040398120880127
shared,9033,source,6,-2.8740525245666504,-7.040539264678955
shared,9034,source,6,-2.87398624420166,-7.040614604949951
shared,9035,source,6,-3.4077823162078857,5.150783538818359
shared,9036,source,6,-3.407792568206787,5.150965213775635
shared,9037,source,6,-3.407806634902954,5.1510725021362305
shared,9038,source,6,-3.407832622528076,5.151094436645508
shared,9039,source,6,-3.4078431129455566,5.15101432800293
shared,9040,source,6,-3.407862424850464,5.150876998901367
shared,9041,source,6,-3.4079062938690186,5.1508612632751465
shared,9042,source,6,-3.407953977584839,5.150880813598633
shared,9043,source,6,-3.4080147743225098,5.1509528160095215
shared,9044,source,6,-3.408073902130127,5.151037216186523
shared,9045,source,6,-3.4081521034240723,5.151243209838867
shared,9046,source,6,-3.40822696685791,5.151496887207031
shared,9047,source,6,-3.4083092212677,5.151708126068115
shared,9048,source,6,-3.408413887023926,5.151946544647217
shared,9049,source,6,-3.4085469245910645,5.152349472045898
shared,9050,source,6,-3.408658504486084,5.152683258056641
shared,9051,source,6,-3.4087448120117188,5.152925491333008
shared,9052,source,6,-3.4088170528411865,5.153128147125244
shared,9053,source,6,-3.408893585205078,5.153314590454102
shared,9054,source,6,-3.4089581966400146,5.153450012207031
shared,9055,source,6,-3.409027338027954,5.153597354888916
shared,9056,source,6,-3.4090912342071533,5.153691291809082
shared,9057,source,6,-3.4091567993164062,5.153850078582764
shared,9058,source,6,-3.4092211723327637,5.154020309448242
shared,9059,source,6,-3.409280300140381,5.154195785522461
shared,9060,source,6,-3.409332752227783,5.1543989181518555
shared,9061,source,6,-3.4093737602233887,5.1545729637146
shared,9062,source,6,-3.4094204902648926,5.154766082763672
shared,9063,source,6,-3.4094619750976562,5.154967784881592
shared,9064,source,6,-3.4094996452331543,5.155163288116455
shared,9065,source,6,-3.409531593322754,5.155343532562256
shared,9066,source,6,-3.4095613956451416,5.15550422668457
shared,9067,source,6,-3.4095873832702637,5.155646800994873
shared,9068,source,6,-3.409611701965332,5.155813217163086
shared,9069,source,6,-3.409634590148926,5.155923366546631
shared,9070,source,6,-3.4096548557281494,5.156039714813232
shared,9071,source,6,-3.4096710681915283,5.156143665313721
shared,9072,source,6,-3.4096837043762207,5.156221866607666
shared,9073,source,6,-3.409687042236328,5.156329154968262
shared,9074,source,6,-3.4097001552581787,5.1564154624938965
shared,9075,source,6,-3.4097204208374023,5.156491279602051
shared,9076,source,6,-3.4097328186035156,5.156556129455566
shared,9077,source,6,-3.4097447395324707,5.156580448150635
shared,9078,source,6,-3.409757614135742,5.156584739685059
shared,9079,source,6,-3.4097542762756348,5.156620979309082
shared,9080,source,6,-3.4097471237182617,5.1566572189331055
shared,9081,source,6,-3.4097347259521484,5.156646728515625
shared,9082,source,6,-3.4097235202789307,5.156641483306885
shared,9083,source,6,-3.4097180366516113,5.156637668609619
shared,9084,source,6,-3.4097094535827637,5.156651020050049
shared,9085,source,6,-3.409708261489868,5.156676769256592
shared,9086,source,6,-3.4097111225128174,5.156713962554932
shared,9087,source,6,-3.4097189903259277,5.156712055206299
shared,9088,source,6,-3.4097256660461426,5.156678676605225
shared,9089,source,6,-3.40972900390625,5.1566386222839355
shared,9090,source,6,-3.409728527069092,5.156591415405273
shared,9091,source,6,-3.4097328186035156,5.156539440155029
shared,9092,source,6,-3.4097442626953125,5.156494617462158
shared,9093,source,6,-3.4097607135772705,5.156423568725586
shared,9094,source,6,-3.4097745418548584,5.1563496589660645
shared,9095,source,6,-3.4097886085510254,5.156301021575928
shared,9096,source,6,-3.4097859859466553,5.156276226043701
shared,9097,source,6,-3.4097862243652344,5.156236171722412
shared,9098,source,6,-3.409780979156494,5.1562418937683105
shared,9099,source,6,-3.4097816944122314,5.156277179718018
shared,9100,source,6,-3.409771680831909,5.156330108642578
shared,9101,source,6,-3.4097607135772705,5.156431198120117
shared,9102,source,6,-3.4097321033477783,5.156527042388916
shared,9103,source,6,-3.4097092151641846,5.156627178192139
shared,9104,source,6,-3.409698724746704,5.156689643859863
shared,9105,source,6,-3.4096834659576416,5.1567463874816895
shared,9106,source,6,-3.4096474647521973,5.156811714172363
shared,9107,source,6,-3.409611463546753,5.156872272491455
shared,9108,source,6,-3.4095852375030518,5.156905651092529
shared,9109,source,6,-3.4095561504364014,5.156926155090332
shared,9110,source,6,-3.4095232486724854,5.156965255737305
shared,9111,source,6,-3.409487247467041,5.157014846801758
shared,9112,source,6,-3.4094557762145996,5.157052040100098
shared,9113,source,6,-3.4094130992889404,5.157101631164551
shared,9114,source,6,-3.4093477725982666,5.157166481018066
shared,9115,source,6,-3.4092581272125244,5.157233715057373
shared,9116,source,6,-3.4091525077819824,5.157276153564453
shared,9117,source,6,-3.4090325832366943,5.157282829284668
shared,9118,source,6,-3.4089221954345703,5.1572585105896
shared,9119,source,6,-3.408817768096924,5.1572113037109375
shared,9120,source,6,-3.408705949783325,5.157161712646484
shared,9121,source,6,-3.4085872173309326,5.1570940017700195
shared,9122,source,6,-3.4084839820861816,5.157031536102295
shared,9123,source,6,-3.4083824157714844,5.1569647789001465
shared,9124,source,6,-3.4082586765289307,5.156869411468506
shared,9125,source,6,-3.4081571102142334,5.1567702293396
shared,9126,source,6,-3.40800404548645,5.156632423400879
shared,9127,source,6,-3.40781307220459,5.156441688537598
shared,9128,source,6,-3.407626152038574,5.156246185302734
shared,9129,source,6,-3.40740704536438,5.156003952026367
shared,9130,source,6,-3.4071717262268066,5.155703067779541
shared,9131,source,6,-3.4070303440093994,5.155520439147949
shared,9132,source,6,-3.4068944454193115,5.155361652374268
shared,9133,source,6,-3.406723976135254,5.1551618576049805
shared,9134,source,6,-3.4065518379211426,5.154957294464111
shared,9135,source,6,-3.4063751697540283,5.154738903045654
shared,9136,source,6,-3.406249761581421,5.154559135437012
shared,9137,source,6,-3.4061925411224365,5.154467582702637
shared,9138,source,6,-3.40614652633667,5.154397010803223
shared,9139,source,6,-3.4061172008514404,5.154357433319092
shared,9140,source,6,-3.4060585498809814,5.1542887687683105
shared,9141,source,6,-3.4060800075531006,5.154317378997803
shared,9142,source,6,-3.4061615467071533,5.154453754425049
shared,9143,source,6,-3.4063305854797363,5.154717922210693
shared,9144,source,6,-3.406536340713501,5.155036449432373
shared,9145,source,6,-3.406752586364746,5.155345916748047
shared,9146,source,6,-3.4070491790771484,5.155755043029785
shared,9147,source,6,-3.407353639602661,5.156152725219727
shared,9148,source,6,-3.407665967941284,5.15652322769165
shared,9149,source,6,-3.408024311065674,5.156870365142822
shared,9150,source,6,-3.4083943367004395,5.157144069671631
shared,9151,source,6,-3.4087698459625244,5.157297611236572
shared,9152,source,6,-3.4090757369995117,5.157287120819092
shared,9153,source,6,-3.409336566925049,5.157125949859619
shared,9154,source,6,-3.4095325469970703,5.156865119934082
shared,9155,source,6,-3.409705400466919,5.1565117835998535
shared,9156,source,6,-3.4098384380340576,5.156126976013184
shared,9157,source,6,-3.409942865371704,5.155749797821045
shared,9158,source,6,-3.410027503967285,5.155314922332764
shared,9159,source,6,-3.4100992679595947,5.154873847961426
shared,9160,source,6,-3.4101526737213135,5.154385089874268
shared,9161,source,6,-3.41019606590271,5.154001235961914
shared,9162,source,6,-3.410236120223999,5.153683185577393
shared,9163,source,6,-3.410275459289551,5.1534271240234375
shared,9164,source,6,-3.4103102684020996,5.153223514556885
shared,9165,source,6,-3.4103291034698486,5.152997970581055
shared,9166,source,6,-3.410343885421753,5.152809143066406
shared,9167,source,6,-3.4103639125823975,5.1526780128479
shared,9168,source,6,-3.410382032394409,5.152565002441406
shared,9169,source,6,-3.410400629043579,5.152469635009766
shared,9170,source,6,-3.410416841506958,5.15238618850708
shared,9171,source,6,-3.410428762435913,5.152255058288574
shared,9172,source,6,-3.4104480743408203,5.1520771980285645
shared,9173,source,6,-3.4104673862457275,5.151888370513916
shared,9174,source,6,-3.4104700088500977,5.15169095993042
shared,9175,source,6,-3.410461664199829,5.151540756225586
shared,9176,source,6,-3.4104537963867188,5.151375770568848
shared,9177,source,6,-3.410444974899292,5.151215076446533
shared,9178,source,6,-3.4104397296905518,5.151071071624756
shared,9179,source,6,-3.4104323387145996,5.150942802429199
shared,9180,source,6,-3.4104251861572266,5.15083646774292
shared,9181,source,6,-3.41041898727417,5.150794506072998
shared,9182,source,6,-3.410414934158325,5.150797367095947
shared,9183,source,6,-3.410412549972534,5.150833606719971
shared,9184,source,6,-3.4104225635528564,5.1509552001953125
shared,9185,source,6,-3.410426616668701,5.1510233879089355
shared,9186,source,6,-3.4104228019714355,5.151030540466309
shared,9187,source,6,-3.4104223251342773,5.151070594787598
shared,9188,source,6,-3.4104232788085938,5.151119232177734
shared,9189,source,6,-3.4104130268096924,5.1510910987854
shared,9190,source,6,-3.4103996753692627,5.151058673858643
shared,9191,source,6,-3.41038179397583,5.1510009765625
shared,9192,source,6,-3.4103643894195557,5.150941848754883
shared,9193,source,6,-3.4103481769561768,5.150913715362549
shared,9194,source,6,-3.41033673286438,5.150940418243408
shared,9195,source,6,-3.4103221893310547,5.150977611541748
shared,9196,source,6,-3.4103095531463623,5.151042461395264
shared,9197,source,6,-3.410294532775879,5.151149749755859
shared,9198,source,6,-3.4102797508239746,5.151238918304443
shared,9199,source,6,-3.410264015197754,5.151319980621338
shared,9200,source,6,-3.4102535247802734,5.151454925537109
shared,9201,source,6,-3.410243272781372,5.151641845703125
shared,9202,source,6,-3.410233736038208,5.151848316192627
shared,9203,source,6,-3.4102351665496826,5.15211296081543
shared,9204,source,6,-3.4102368354797363,5.15235710144043
shared,9205,source,6,-3.41023325920105,5.152546405792236
shared,9206,source,6,-3.410229444503784,5.152692794799805
shared,9207,source,6,-3.4102237224578857,5.152786731719971
shared,9208,source,6,-3.410210132598877,5.15280818939209
shared,9209,source,6,-3.4102070331573486,5.152915954589844
shared,9210,source,6,-3.410200834274292,5.153033256530762
shared,9211,source,6,-3.4101860523223877,5.153118133544922
shared,9212,source,6,-3.410170316696167,5.153175354003906
shared,9213,source,6,-3.4101550579071045,5.153215408325195
shared,9214,source,6,-3.410135269165039,5.153213977813721
shared,9215,source,6,-3.4101130962371826,5.153195858001709
shared,9216,source,6,-3.410090208053589,5.1531982421875
shared,9217,source,6,-3.4100594520568848,5.153203010559082
shared,9218,source,6,-3.410013198852539,5.15334415435791
shared,9219,source,6,-3.409971237182617,5.153547763824463
shared,9220,source,6,-3.40994930267334,5.153863430023193
shared,9221,source,6,-3.4099338054656982,5.154207706451416
shared,9222,source,6,-3.4099228382110596,5.154628753662109
shared,9223,source,6,-3.4099032878875732,5.154955863952637
shared,9224,source,6,-3.409877061843872,5.155212879180908
shared,9225,source,6,-3.409836769104004,5.155426502227783
shared,9226,source,6,-3.4097909927368164,5.155534267425537
shared,9227,source,6,-3.409738540649414,5.155673503875732
shared,9228,source,6,-3.4096908569335938,5.155694961547852
shared,9229,source,6,-3.4096481800079346,5.155528545379639
shared,9230,source,6,-3.409609079360962,5.155327796936035
shared,9231,source,6,-3.4095823764801025,5.1550140380859375
shared,9232,source,6,-3.409560441970825,5.154669761657715
shared,9233,source,6,-3.4095380306243896,5.154339790344238
shared,9234,source,6,-3.409514904022217,5.1539106369018555
shared,9235,source,6,-3.409501075744629,5.153465747833252
shared,9236,source,6,-3.4095029830932617,5.153097629547119
shared,9237,source,6,-3.4095101356506348,5.152733325958252
shared,9238,source,6,-3.4095206260681152,5.152446269989014
shared,9239,source,6,-3.409524917602539,5.152158260345459
shared,9240,source,6,-3.4095237255096436,5.1518754959106445
shared,9241,source,6,-3.4095160961151123,5.151581287384033
shared,9242,source,6,-3.409505844116211,5.151272296905518
shared,9243,source,6,-3.4094836711883545,5.150962829589844
shared,9244,source,6,-3.4094653129577637,5.150661468505859
shared,9245,source,6,-3.409454107284546,5.150386333465576
shared,9246,source,6,-3.4094574451446533,5.150231838226318
shared,9247,source,6,-3.409468173980713,5.150149345397949
shared,9248,source,6,-3.409480333328247,5.150108337402344
shared,9249,source,6,-3.4094932079315186,5.1500468254089355
shared,9250,source,6,-3.4095051288604736,5.149987697601318
shared,9251,source,6,-3.409513473510742,5.149869441986084
shared,9252,source,6,-3.409524917602539,5.1497626304626465
shared,9253,source,6,-3.409534215927124,5.149626731872559
shared,9254,source,6,-3.409532308578491,5.149456977844238
shared,9255,source,6,-3.4095208644866943,5.149310111999512
shared,9256,source,6,-3.409501314163208,5.149091720581055
shared,9257,source,6,-3.409477949142456,5.148852825164795
shared,9258,source,6,-3.409456253051758,5.148564338684082
shared,9259,source,6,-3.409438133239746,5.148311138153076
shared,9260,source,6,-3.4094207286834717,5.148064136505127
shared,9261,source,6,-3.4094066619873047,5.147853851318359
shared,9262,source,6,-3.4093987941741943,5.1476826667785645
shared,9263,source,6,-3.4093916416168213,5.147549152374268
shared,9264,source,6,-3.4093880653381348,5.147472381591797
shared,9265,source,6,-3.4093916416168213,5.147370338439941
shared,9266,source,6,-3.409390687942505,5.147295951843262
shared,9267,source,6,-3.409390926361084,5.14727258682251
shared,9268,source,6,-3.409390449523926,5.147245407104492
shared,9269,source,6,-3.4093828201293945,5.147185325622559
shared,9270,source,6,-4.316990375518799,3.123753070831299
shared,9271,source,6,-4.317119121551514,3.1238555908203125
shared,9272,source,6,-4.317331790924072,3.124079704284668
shared,9273,source,6,-4.317555904388428,3.1243245601654053
shared,9274,source,6,-4.31782341003418,3.124558687210083
shared,9275,source,6,-4.318057060241699,3.124776601791382
shared,9276,source,6,-4.318243980407715,3.1252095699310303
shared,9277,source,6,-4.318438529968262,3.125936508178711
shared,9278,source,6,-4.318630695343018,3.1266567707061768
shared,9279,source,6,-4.3188934326171875,3.1274428367614746
shared,9280,source,6,-4.319204807281494,3.128321647644043
shared,9281,source,6,-4.319486618041992,3.1290831565856934
shared,9282,source,6,-4.319713592529297,3.1297075748443604
shared,9283,source,6,-4.31992769241333,3.130218982696533
shared,9284,source,6,-4.320187568664551,3.1308257579803467
shared,9285,source,6,-4.3204874992370605,3.131488084793091
shared,9286,source,6,-4.320822715759277,3.132197856903076
shared,9287,source,6,-4.321192741394043,3.1329965591430664
shared,9288,source,6,-4.3215651512146,3.133843421936035
shared,9289,source,6,-4.321946144104004,3.134674072265625
shared,9290,source,6,-4.322357177734375,3.1355490684509277
shared,9291,source,6,-4.322790622711182,3.1365108489990234
shared,9292,source,6,-4.323258399963379,3.137582540512085
shared,9293,source,6,-4.323711395263672,3.1386020183563232
shared,9294,source,6,-4.324217796325684,3.139763355255127
shared,9295,source,6,-4.3248209953308105,3.1411023139953613
shared,9296,source,6,-4.3252854347229,3.1421008110046387
shared,9297,source,6,-4.325837135314941,3.1432604789733887
shared,9298,source,6,-4.326269149780273,3.1442153453826904
shared,9299,source,6,-4.3267364501953125,3.1452221870422363
shared,9300,source,6,-4.327231407165527,3.14630389213562
shared,9301,source,6,-4.327733993530273,3.147383689880371
shared,9302,source,6,-4.32813835144043,3.148258686065674
shared,9303,source,6,-4.328524589538574,3.149064064025879
shared,9304,source,6,-4.328972339630127,3.1499528884887695
shared,9305,source,6,-4.32938814163208,3.1506996154785156
shared,9306,source,6,-4.329799652099609,3.1514439582824707
shared,9307,source,6,-4.330137729644775,3.1520161628723145
shared,9308,source,6,-4.3302321434021,3.152268886566162
shared,9309,source,6,-4.330408573150635,3.1526854038238525
shared,9310,source,6,-4.330586910247803,3.1530961990356445
shared,9311,source,6,-4.330664157867432,3.1534035205841064
shared,9312,source,6,-4.33091926574707,3.153838872909546
shared,9313,source,6,-4.3313469886779785,3.1544289588928223
shared,9314,source,6,-4.331874370574951,3.1550469398498535
shared,9315,source,6,-4.3326497077941895,3.155790328979492
shared,9316,source,6,-4.333600997924805,3.156543493270874
shared,9317,source,6,-4.3348493576049805,3.1572484970092773
shared,9318,source,6,-4.3365702629089355,3.157595634460449
shared,9319,source,6,-4.338131427764893,3.1573994159698486
shared,9320,source,6,-4.3395185470581055,3.1569833755493164
shared,9321,source,6,-4.340895652770996,3.1562912464141846
shared,9322,source,6,-4.342402458190918,3.1550538539886475
shared,9323,source,6,-4.3450727462768555,3.1519789695739746
shared,9324,source,6,-4.347327709197998,3.1492538452148438
shared,9325,source,6,-4.348326206207275,3.1484673023223877
shared,9326,source,6,-4.349128723144531,3.147955894470215
shared,9327,source,6,-4.349246025085449,3.148449420928955
shared,9328,source,6,-4.348417282104492,3.1504294872283936
shared,9329,source,6,-4.348291873931885,3.1514768600463867
shared,9330,source,6,-4.349226474761963,3.151130437850952
shared,9331,source,6,-4.350005149841309,3.15106201171875
shared,9332,source,6,-4.352795600891113,3.1478681564331055
shared,9333,source,6,-4.356113910675049,3.143612861633301
shared,9334,source,6,-4.359294414520264,3.1395211219787598
shared,9335,source,6,-4.36238956451416,3.135294198989868
shared,9336,source,6,-4.366026401519775,3.1302521228790283
shared,9337,source,6,-4.370035648345947,3.1251182556152344
shared,9338,source,6,-4.373451232910156,3.121546745300293
shared,9339,source,6,-4.375064849853516,3.1210060119628906
shared,9340,source,6,-4.377215385437012,3.1204335689544678
shared,9341,source,6,-4.379487037658691,3.120342254638672
shared,9342,source,6,-4.382251262664795,3.1204400062561035
shared,9343,source,6,-4.382892608642578,3.122020721435547
shared,9344,source,6,-4.382817268371582,3.123992681503296
shared,9345,source,6,-4.383307456970215,3.125683546066284
shared,9346,source,6,-4.385636806488037,3.1269171237945557
shared,9347,source,6,-4.3884196281433105,3.128330707550049
shared,9348,source,6,-4.390385627746582,3.1300106048583984
shared,9349,source,6,-4.391925811767578,3.1311545372009277
shared,9350,source,6,-4.39202880859375,3.1320321559906006
shared,9351,source,6,-4.3912739753723145,3.1327202320098877
shared,9352,source,6,-4.390263557434082,3.1336331367492676
shared,9353,source,6,-4.388763427734375,3.134493350982666
shared,9354,source,6,-4.386281967163086,3.135648488998413
shared,9355,source,6,-4.382620811462402,3.1381235122680664
shared,9356,source,6,-4.379568576812744,3.1410624980926514
shared,9357,source,6,-4.377870082855225,3.1432576179504395
shared,9358,source,6,-4.376323223114014,3.1451125144958496
shared,9359,source,6,-4.376152515411377,3.1449594497680664
shared,9360,source,6,-4.379284858703613,3.140615940093994
shared,9361,source,6,-4.382673263549805,3.137532949447632
shared,9362,source,6,-4.385887145996094,3.136906147003174
shared,9363,source,6,-4.390664100646973,3.141244888305664
shared,9364,source,6,-4.396101951599121,3.1467504501342773
shared,9365,source,6,-4.401155948638916,3.149143934249878
shared,9366,source,6,-4.406094551086426,3.1494367122650146
shared,9367,source,6,-4.408086776733398,3.1481170654296875
shared,9368,source,6,-4.40936279296875,3.1463749408721924
shared,9369,source,6,-4.410031795501709,3.144483804702759
shared,9370,source,6,-4.410677909851074,3.1426608562469482
shared,9371,source,6,-4.4116926193237305,3.14104962348938
shared,9372,source,6,-4.413495063781738,3.1401262283325195
shared,9373,source,6,-4.415835380554199,3.1416234970092773
shared,9374,source,6,-4.418218612670898,3.1462318897247314
shared,9375,source,6,-4.42022705078125,3.1529529094696045
shared,9376,source,6,-4.420867443084717,3.1669352054595947
shared,9377,source,6,-4.421989440917969,3.1875267028808594
shared,9378,source,6,-4.4257588386535645,3.2307422161102295
shared,9379,source,6,-4.429399490356445,3.294595718383789
shared,9380,source,6,-4.425539016723633,3.366694211959839
shared,9381,source,6,-4.427529811859131,3.428278684616089
shared,9382,source,6,-4.429090976715088,3.4939582347869873
shared,9383,source,6,-4.486172199249268,3.6522319316864014
shared,9384,source,6,-4.499499797821045,3.689363718032837
shared,9385,source,6,-4.5075764656066895,3.694777250289917
shared,9386,source,6,-4.510515213012695,3.6453514099121094
shared,9387,source,6,-4.5159687995910645,3.6553969383239746
shared,9388,source,6,-4.42119026184082,3.351118326187134
shared,9389,source,6,-4.43297004699707,3.4550976753234863
shared,9390,source,6,-4.423166751861572,3.5600550174713135
shared,9391,source,6,-4.399964332580566,3.5850892066955566
shared,9392,source,6,-4.361378192901611,3.720633029937744
shared,9393,source,6,-4.349490642547607,3.7247087955474854
shared,9394,source,6,-4.346184730529785,3.724714517593384
shared,9395,source,6,-4.345602035522461,3.7245049476623535
shared,9396,source,6,-4.345411777496338,3.7242133617401123
shared,9397,source,6,-4.345877647399902,3.723935604095459
shared,9398,source,6,-4.3460774421691895,3.7244584560394287
shared,9399,source,6,-4.346259117126465,3.725440502166748
shared,9400,source,6,-4.34597110748291,3.727226734161377
shared,9401,source,6,-4.346482276916504,3.727379560470581
shared,9402,source,6,-4.348059177398682,3.726719379425049
shared,9403,source,6,-4.352455139160156,3.7277724742889404
shared,9404,source,6,-4.360892295837402,3.7343802452087402
shared,9405,source,6,-4.392353057861328,3.7186131477355957
shared,9406,source,6,-4.443266868591309,3.619236469268799
shared,9407,source,6,-4.450926780700684,3.5858747959136963
shared,9408,source,6,-4.433743000030518,3.483870029449463
shared,9409,source,6,-4.51218843460083,3.692007303237915
shared,9410,source,6,-4.502159118652344,3.665532112121582
shared,9411,source,6,-4.4994072914123535,3.7235352993011475
shared,9412,source,6,-4.479404926300049,3.655968427658081
shared,9413,source,6,-4.424379348754883,3.443140745162964
shared,9414,source,6,-4.4221272468566895,3.359273672103882
shared,9415,source,6,-4.426957130432129,3.2700579166412354
shared,9416,source,6,-4.423254013061523,3.2068867683410645
shared,9417,source,6,-4.421136856079102,3.1863443851470947
shared,9418,source,6,-4.420353412628174,3.179266929626465
shared,9419,source,6,-4.4200639724731445,3.1740353107452393
shared,9420,source,6,-4.42006254196167,3.1713619232177734
shared,9421,source,6,-4.420094966888428,3.1711974143981934
shared,9422,source,6,-4.420164108276367,3.1671462059020996
shared,9423,source,6,-4.420158386230469,3.163428783416748
shared,9424,source,6,-4.420292854309082,3.164123058319092
shared,9425,source,6,-4.420394420623779,3.164952516555786
shared,9426,source,6,-4.420480251312256,3.170346975326538
shared,9427,source,6,-4.420478820800781,3.1722445487976074
shared,9428,source,6,-4.420450210571289,3.1734814643859863
shared,9429,source,6,-4.420433044433594,3.1740128993988037
shared,9430,source,6,-4.4204301834106445,3.16457462310791
shared,9431,source,6,-4.420156002044678,3.1580584049224854
shared,9432,source,6,-4.41987419128418,3.155372142791748
shared,9433,source,6,-4.4200873374938965,3.1558618545532227
shared,9434,source,6,-4.420449256896973,3.158336877822876
shared,9435,source,6,-4.420571327209473,3.1664540767669678
shared,9436,source,6,-4.420863628387451,3.178088426589966
shared,9437,source,6,-4.422807693481445,3.1960575580596924
shared,9438,source,6,-4.424846649169922,3.2184298038482666
shared,9439,source,6,-4.427748203277588,3.2503256797790527
shared,9440,source,6,-4.430516242980957,3.2851247787475586
shared,9441,source,6,-4.431946754455566,3.305173635482788
shared,9442,source,6,-4.430839538574219,3.350353956222534
shared,9443,source,6,-4.430290222167969,3.362088441848755
shared,9444,source,6,-4.430384635925293,3.3682875633239746
shared,9445,source,6,-4.431763648986816,3.360507011413574
shared,9446,source,6,-4.434723854064941,3.3259785175323486
shared,9447,source,6,-4.433794021606445,3.290623903274536
shared,9448,source,6,-4.433428764343262,3.28029727935791
shared,9449,source,6,-4.4342827796936035,3.285083293914795
shared,9450,source,6,-4.4357147216796875,3.2970163822174072
shared,9451,source,6,-4.437417984008789,3.3191583156585693
shared,9452,source,6,-4.437798023223877,3.34057879447937
shared,9453,source,6,-4.4370269775390625,3.357576847076416
shared,9454,source,6,-4.435389518737793,3.388896942138672
shared,9455,source,6,-4.4364824295043945,3.4160287380218506
shared,9456,source,6,-4.437709808349609,3.4300427436828613
shared,9457,source,6,-4.439244270324707,3.4469053745269775
shared,9458,source,6,-4.440900802612305,3.4655439853668213
shared,9459,source,6,-4.442767143249512,3.484516143798828
shared,9460,source,6,-4.444646835327148,3.5008959770202637
shared,9461,source,6,-4.449795246124268,3.531193256378174
shared,9462,source,6,-4.481547832489014,3.6201462745666504
shared,9463,source,6,-4.516223430633545,3.6832540035247803
shared,9464,source,6,-4.523437976837158,3.7019882202148438
shared,9465,source,6,-4.52613639831543,3.707674503326416
shared,9466,source,6,-4.526750564575195,3.7063207626342773
shared,9467,source,6,-4.526683807373047,3.702214479446411
shared,9468,source,6,-4.5265278816223145,3.698068141937256
shared,9469,source,6,-4.527006149291992,3.695592164993286
shared,9470,source,6,-4.5275068283081055,3.693192958831787
shared,9471,source,6,-4.528058052062988,3.691380262374878
shared,9472,source,6,-4.527698516845703,3.688091993331909
shared,9473,source,6,-4.5268096923828125,3.683941602706909
shared,9474,source,6,-4.525762557983398,3.6800405979156494
shared,9475,source,6,-4.525599956512451,3.679565906524658
shared,9476,source,6,-4.525757312774658,3.6797382831573486
shared,9477,source,6,-4.525647163391113,3.67984676361084
shared,9478,source,6,-4.527467727661133,3.683279514312744
shared,9479,source,6,-4.528119087219238,3.684941291809082
shared,9480,source,6,-4.529224872589111,3.6875338554382324
shared,9481,source,6,-4.530930519104004,3.6915745735168457
shared,9482,source,6,-4.5329766273498535,3.6952502727508545
shared,9483,source,6,-4.535196304321289,3.69907283782959
shared,9484,source,6,-4.537320137023926,3.702711820602417
shared,9485,source,6,-4.5385589599609375,3.704306125640869
shared,9486,source,6,-4.539742946624756,3.7071380615234375
shared,9487,source,6,-4.540308952331543,3.7086265087127686
shared,9488,source,6,-4.54060173034668,3.708728551864624
shared,9489,source,6,-4.540074348449707,3.7074391841888428
shared,9490,source,6,-4.539422512054443,3.7056996822357178
shared,9491,source,6,-4.539067268371582,3.7041473388671875
shared,9492,source,6,-4.539210796356201,3.703781843185425
shared,9493,source,6,-4.539267539978027,3.7035250663757324
shared,9494,source,6,-4.540836334228516,3.706587314605713
shared,9495,source,6,-4.542292594909668,3.709914445877075
shared,9496,source,6,-4.542793273925781,3.7117919921875
shared,9497,source,6,-4.542722702026367,3.712282180786133
shared,9498,source,6,-4.542178630828857,3.7121047973632812
shared,9499,source,6,-4.541661262512207,3.7113964557647705
shared,9500,source,6,-4.541772365570068,3.7112855911254883
shared,9501,source,6,-4.542032241821289,3.712198257446289
shared,9502,source,6,-4.542069435119629,3.7127926349639893
shared,9503,source,6,-3.4101805686950684,5.150557518005371
shared,9504,source,6,-3.410159111022949,5.1505584716796875
shared,9505,source,6,-3.4101457595825195,5.15055513381958
shared,9506,source,6,-3.4101366996765137,5.150552272796631
shared,9507,source,6,-3.410142183303833,5.150552272796631
shared,9508,source,6,-3.41015625,5.1505537033081055
shared,9509,source,6,-3.410186290740967,5.150563716888428
shared,9510,source,6,-3.410202741622925,5.15053653717041
shared,9511,source,6,-3.4102139472961426,5.150550365447998
shared,9512,source,6,-3.4102258682250977,5.150564670562744
shared,9513,source,6,-3.410240888595581,5.150561809539795
shared,9514,source,6,-3.410254955291748,5.1505842208862305
shared,9515,source,6,-3.410263776779175,5.150582313537598
shared,9516,source,6,-3.4102752208709717,5.150542259216309
shared,9517,source,6,-3.4102818965911865,5.150476932525635
shared,9518,source,6,-3.4102869033813477,5.150432109832764
shared,9519,source,6,-3.4102847576141357,5.150346279144287
shared,9520,source,6,-3.410290241241455,5.150206089019775
shared,9521,source,6,-3.4102957248687744,5.149997711181641
shared,9522,source,6,-3.4102623462677,5.14988374710083
shared,9523,source,6,-3.41023325920105,5.149792671203613
shared,9524,source,6,-3.4101994037628174,5.149700164794922
shared,9525,source,6,-3.41017484664917,5.149587154388428
shared,9526,source,6,-3.4101336002349854,5.149506092071533
shared,9527,source,6,-3.4100992679595947,5.14943265914917
shared,9528,source,6,-3.4100711345672607,5.149386405944824
shared,9529,source,6,-3.4100561141967773,5.149405479431152
shared,9530,source,6,-3.410043239593506,5.149437427520752
shared,9531,source,6,-3.4100308418273926,5.1494598388671875
shared,9532,source,6,-3.410015821456909,5.149487018585205
